Gender;Age;Employment Status;Education;Matrial Status;Income;LoanApproved
Male;59;Unemployed;Medium;Married;Medium;Yes 
Female;27;Full time;High;DP;High;Yes 
Female;29;Full time;Low;Single;High;No
Male;60;Full time;High;DP;Medium;Yes 
Female;27;Full time;Medium;DP;High;Yes 
Male;38;Full time;Medium;DP;Medium;No
Female;54;Part time;Low;Married;High;No
Female;40;Part time;Medium;Single;Medium;No
Male;26;Full time;High;Single;High;No
Female;23;Part time;High;Single;Medium;Yes 
Female;50;Full time;High;Married;High;Yes 
Female;58;Self employed;High;Single;Low;Yes 
Male;33;Full time;Medium;Single;High;No
Male;46;Full time;Low;Single;High;No
Female;44;Prefer not to answer;High;Married;High;Yes 
Male;51;Full time;Medium;Married;High;Yes 
Female;29;Unemployed;High;Married;High;Yes 
Male;52;Full time;Low;DP;High;No
Male;40;Self employed;Low;Married;High;No
Male;51;Full time;High;Married;High;Yes 
Female;50;Unemployed;High;Married;Medium;No
Male;63;Retired;Low;Married;Medium;No
Male;34;Full time;High;Married;High;Yes 
Male;50;Full time;Low;Divorced;Medium;Yes 
Male;43;Full time;High;Married;High;Yes 
Female;21;A student;Low;Single;High;Yes 
Female;42;Unemployed;High;Single;Low;Yes 
Female;41;Full time;High;Single;Medium;No
Female;22;Part time;High;DP;Medium;No
Male;61;Full time;High;Married;High;No
Male;22;Full time;Low;Single;High;No
Male;31;Full time;High;Married;Medium;Yes 
Male;32;Full time;High;DP;Medium;Yes 
Female;26;Full time;High;DP;High;No
Male;26;Full time;High;Single;High;No
Male;44;Full time;Low;Married;High;Yes 
Male;30;Part time;Low;Married;Low;No
Male;42;Full time;Low;Married;Low;Yes 
Male;47;Self employed;Low;Married;High;Yes 
Male;46;Full time;Medium;Married;Medium;Yes 
Female;30;Full time;Low;Married;High;Yes 
Female;26;Full time;High;DP;High;Yes 
Female;32;Unemployed;Low;Married;High;No
Female;25;Full time;Medium;Married;Medium;No
Female;53;Retired;Low;Divorced;High;Yes 
Female;46;Full time;Low;Married;Medium;Yes 
Female;37;Full time;High;Married;High;No
Female;49;Full time;High;Divorced;High;No
Male;59;Self employed;High;Married;High;No
Male;39;A student;High;Married;Low;Yes 
Male;54;Full time;High;Married;High;No
Female;24;Unemployed;High;Single;Medium;Yes 
Male;46;Full time;High;Married;Medium;Yes 
Male;42;Full time;Low;Divorced;Medium;Yes 
Male;43;Full time;Medium;Married;High;No
Female;42;Self employed;High;Married;High;Yes 
Female;31;Full time;High;Single;Low;Yes 
Male;36;Full time;High;Single;High;No
Male;32;Self employed;High;Married;Medium;Yes 
Female;62;Unemployed;Low;Married;High;Yes 
Female;56;Full time;High;Married;High;Yes 
Male;42;Self employed;High;Married;High;Yes 
Female;37;Full time;High;Divorced;High;No
Female;58;Part time;Medium;Divorced;Low;Yes 
Female;42;Full time;Medium;Married;Medium;No
Male;62;Full time;High;Married;High;No
Female;35;Part time;High;Married;Medium;No
Male;32;Full time;High;Married;Medium;No
Female;21;Full time;Medium;Single;Medium;Yes 
Female;32;Full time;Medium;Single;Medium;No
Female;43;Part time;High;Married;High;No
Male;30;Full time;Medium;Married;High;Yes 
Male;24;A student;Medium;Single;Medium;Yes 
Male;44;Self employed;High;Married;Medium;Yes 
Male;22;Full time;Medium;Single;High;Yes 
Female;21;A student;Medium;Single;High;No
Female;23;A student;High;Single;High;No
Male;53;Unemployed;High;Single;Low;Yes 
Male;27;Full time;High;Single;High;No
Male;28;Full time;High;Single;Low;Yes 
Female;49;Full time;High;Married;High;No
Male;36;Self employed;High;Married;High;No
Male;26;Unemployed;Low;Married;High;No
Male;23;Full time;High;Single;High;Yes 
Male;35;Full time;High;Married;High;Yes 
Female;24;Self employed;High;Married;High;No
Male;27;Full time;High;Married;High;No
Male;23;Full time;High;Married;High;Yes 
Male;49;Self employed;Medium;Married;High;No
Female;47;Self employed;High;Married;High;No
Female;30;Full time;High;Married;Medium;No
Female;54;Unemployed;High;Married;High;Yes 
Female;24;Full time;High;Married;High;Yes 
Male;61;Part time;High;Married;High;Yes 
Female;21;Full time;Medium;Single;High;Yes 
Male;34;Full time;Medium;Married;High;Yes 
Female;22;Full time;High;Single;Medium;No
Male;29;Full time;High;Single;Low;No
Female;48;Self employed;High;Married;High;Yes 
Male;24;Full time;High;Single;High;Yes 
Male;40;Full time;High;Married;High;No
Male;34;Full time;High;Married;Medium;Yes 
Female;34;Part time;High;Married;High;Yes 
Male;38;Self employed;Medium;Married;High;Yes 
Male;41;Full time;High;DP;High;No
Female;24;Part time;High;Single;High;No
Male;20;Full time;Low;Single;High;Yes 
Male;46;Full time;High;Married;High;No
Female;37;Unemployed;High;Married;High;No
Male;37;Full time;High;Married;High;No
Male;61;Full time;High;Widowed;High;Yes 
Male;36;Full time;High;Married;High;No
Male;40;Full time;Low;Married;Low;Yes 
Female;28;Full time;High;Single;High;Yes 
Male;49;Full time;High;Married;High;No
Male;53;Full time;High;Married;High;Yes 
Male;24;A student;High;Single;Medium;Yes 
Male;59;Full time;High;Married;High;Yes 
Female;38;Full time;High;Married;High;Yes 
Male;43;Full time;Medium;Married;High;No
Male;38;Full time;High;Married;High;Yes 
Female;48;Self employed;High;Married;Medium;Yes 
Male;36;Full time;Medium;Married;High;Yes 
Male;49;Full time;High;Married;Medium;Yes 
Male;20;Full time;High;Single;High;Yes 
Male;38;Unemployed;Low;Single;Low;No
Male;41;Self employed;Medium;Married;High;Yes 
Male;44;Full time;High;Married;High;No
Male;42;Full time;Medium;DP;High;No
Male;26;Full time;High;Single;High;Yes 
Male;44;Full time;High;Married;High;Yes 
Female;23;Unemployed;High;Single;Medium;No
Male;37;A student;High;Married;Medium;Yes 
Male;38;Full time;Low;Single;High;Yes 
Male;59;Full time;High;Married;High;Yes 
Female;22;Full time;Medium;Single;High;No
Male;35;Full time;High;Married;High;No
Male;33;Full time;High;Married;High;No
Male;46;Full time;High;Married;High;No
Male;46;Self employed;High;Married;High;No
Female;39;Part time;Medium;Married;Low;Yes 
Female;37;Full time;High;Married;High;No
Female;48;Full time;High;Married;High;No
Male;47;Full time;Medium;Married;Low;No
Male;52;Full time;High;Married;High;No
Male;42;Full time;Low;Single;Medium;Yes 
Male;21;Full time;High;Married;High;No
Female;64;Retired;Low;Divorced;Low;No
Female;25;Full time;High;Single;High;Yes 
Female;42;Full time;High;Single;Medium;Yes 
Male;22;A student;Medium;Single;Medium;Yes 
Male;62;Self employed;High;Married;High;Yes 
Female;51;Full time;High;Married;High;Yes 
Male;45;Full time;High;Single;High;Yes 
Female;33;Self employed;High;Single;Medium;Yes 
Female;36;Full time;Medium;Single;High;Yes 
Male;35;Unemployed;High;Single;Low;Yes 
Female;22;Part time;High;Married;Medium;No
Male;29;Full time;High;Single;High;Yes 
Female;55;Unemployed;Low;Single;Low;No
Male;51;Unemployed;Low;Divorced;Low;No
Female;64;Retired;High;DP;Medium;Yes 
Male;38;Full time;High;DP;Medium;Yes 
Female;25;A student;High;Single;High;No
Male;25;Retired;Low;Single;Medium;No
Female;58;Retired;High;Married;High;Yes 
Male;41;Full time;High;Married;High;Yes 
Female;31;Full time;High;Married;High;Yes 
Female;35;Full time;High;Single;High;No
Male;33;Full time;High;Single;Medium;Yes 
Female;40;Full time;High;DP;High;No
Male;41;Full time;High;Single;High;Yes 
Female;54;Full time;Low;Divorced;Medium;Yes 
Female;38;Full time;High;Married;Medium;Yes 
Female;32;Full time;High;Single;Medium;No
Female;26;Full time;High;Married;High;No
Male;52;Full time;Medium;Married;High;Yes 
Male;32;Part time;High;Single;Medium;No
Female;39;Full time;High;Married;Medium;Yes 
Male;34;Full time;High;Married;High;Yes 
Female;42;Full time;Medium;Married;High;No
Male;41;Full time;High;DP;High;No
Male;50;Full time;High;Divorced;Medium;Yes 
Female;28;A student;High;Single;High;Yes 
Male;37;Full time;Medium;DP;High;No
Male;56;Self employed;Medium;Single;Low;Yes 
Male;42;Self employed;Low;Single;Medium;Yes 
Female;25;Part time;High;DP;Medium;Yes 
Female;61;Retired;High;Divorced;Medium;No
Male;59;Retired;High;Married;High;Yes 
Male;52;Full time;Medium;Single;Medium;No
Male;40;Full time;High;Married;High;No
Female;37;Full time;High;Single;Medium;Yes 
Male;27;Unemployed;Low;Single;Low;Yes 
Male;61;Retired;High;Married;Medium;No
Male;38;Unemployed;High;Married;Medium;Yes 
Male;50;Unemployed;Low;Single;Low;Yes 
Female;31;Full time;High;Married;High;No
Male;34;Full time;High;Married;Low;No
Female;23;Full time;High;DP;Medium;No
Female;21;Full time;High;Single;Medium;Yes 
Female;47;Part time;High;Married;High;Yes 
Male;64;Retired;High;Divorced;Medium;No
Female;26;Part time;High;Single;High;No
Female;40;Part time;High;Married;Medium;No
Male;32;Full time;High;Single;High;Yes 
Female;20;Part time;Low;Married;Medium;No
Male;36;Full time;High;Single;Medium;No
Female;30;Full time;High;DP;High;Yes 
Female;35;Full time;High;DP;High;No
Female;36;Part time;Medium;Single;Medium;No
Male;20;A student;Medium;Single;High;Yes 
Male;51;Self employed;High;Single;High;Yes 
Female;43;Full time;Medium;Married;Medium;Yes 
Male;32;Full time;Low;Single;High;No
Male;30;Full time;High;Married;Medium;Yes 
Male;46;Full time;High;Married;High;No
Male;43;Full time;High;Married;High;Yes 
Male;47;Full time;High;Married;High;No
Female;64;Retired;High;Married;Medium;Yes 
Female;22;A student;Medium;Single;High;No
Female;58;Unemployed;Low;DP;Medium;No
Female;60;Retired;High;Married;Medium;Yes 
Male;59;Retired;Low;Married;Medium;No
Female;29;Unemployed;Low;Married;Medium;Yes 
Female;43;Full time;Medium;Married;Medium;Yes 
Male;37;Full time;High;DP;High;No
Female;37;Full time;High;Married;High;Yes 
Female;54;Unemployed;Low;Married;High;Yes 
Male;39;Unemployed;Low;Single;Medium;Yes 
Male;56;Full time;High;Married;High;Yes 
Male;37;Full time;High;Married;Medium;Yes 
Female;52;Part time;Medium;Married;Medium;Yes 
Female;32;Unemployed;High;Married;High;No
Male;54;Full time;Low;Single;Low;No
Female;54;Full time;Medium;Married;High;Yes 
Male;56;Part time;Medium;Divorced;Medium;No
Female;43;Full time;Low;Married;Medium;No
Male;56;Full time;High;Divorced;Medium;No
Female;56;Full time;High;Married;High;Yes 
Male;23;Full time;Medium;Single;Medium;Yes 
Female;46;Part time;Low;Married;Medium;Yes 
Female;26;Full time;Low;Single;Medium;Yes 
Female;23;Part time;Medium;Married;Low;Yes 
Male;27;Full time;High;Single;Medium;No
Female;31;Full time;Low;Single;Medium;No
Female;41;Full time;Medium;Single;Medium;No
Female;26;Full time;High;Single;Medium;Yes 
Male;33;Full time;High;Single;High;Yes 
Female;52;Full time;High;Single;Medium;Yes 
Female;59;Part time;Medium;Single;Low;No
Female;32;Self employed;High;Married;Medium;Yes 
Male;47;Full time;High;Single;High;No
Female;40;Full time;High;Married;High;Yes 
Female;47;Self employed;High;Married;High;No
Female;62;Retired;Low;Married;Medium;Yes 
Male;36;Full time;High;DP;High;Yes 
Female;21;A student;Medium;Single;Medium;No
Male;23;Unemployed;Low;Single;Medium;Yes 
Female;40;Full time;High;DP;High;Yes 
Female;51;Full time;High;Divorced;Low;Yes 
Female;31;Part time;High;Married;High;Yes 
Male;64;Retired;High;Married;Medium;Yes 
Female;21;Full time;Low;Single;High;Yes 
Male;24;Unemployed;Low;Single;Medium;No
Male;51;Retired;Medium;Married;Medium;No
Female;49;Unemployed;Low;Married;Low;No
Male;35;Full time;High;Married;High;No
Female;31;Full time;High;DP;Low;No
Female;41;Full time;High;Single;High;Yes 
Female;40;Full time;High;DP;High;Yes 
Female;49;Part time;Medium;Married;High;Yes 
Female;40;Part time;High;Single;Medium;No
Male;25;Full time;Medium;Single;High;No
Male;26;Full time;Low;DP;Medium;No
Female;36;Full time;Low;Single;Medium;No
Female;26;Part time;Medium;Married;Medium;Yes 
Male;64;Retired;High;Divorced;Medium;Yes 
Male;48;Unemployed;Medium;Single;Low;No
Male;64;Retired;High;Married;High;No
Male;55;Unemployed;Low;Married;Medium;No
Female;59;Unemployed;Low;Single;Low;No
Female;60;Retired;High;Married;Medium;Yes 
Male;41;Unemployed;Low;Single;Low;Yes 
Female;43;Part time;High;Married;High;No
Male;50;Retired;Low;Single;Medium;Yes 
Male;50;Full time;High;Divorced;High;Yes 
Male;34;A student;High;Single;Medium;Yes 
Male;24;Full time;High;Single;Medium;Yes 
Male;61;Retired;High;Single;Medium;No
Male;49;Full time;Medium;Married;High;Yes 
Male;26;Full time;High;Single;High;No
Female;28;Full time;High;Married;High;Yes 
Female;50;Part time;Low;Married;Medium;Yes 
Male;31;Full time;Low;Married;Medium;No
Male;50;Full time;High;Married;High;Yes 
Male;33;Full time;High;Married;High;Yes 
Male;38;Full time;High;Married;High;No
Female;37;Part time;Low;Divorced;Medium;No
Female;59;Full time;High;DP;High;Yes 
Male;37;Full time;High;Single;Medium;Yes 
Female;38;Self employed;Medium;Married;Medium;No
Female;63;Retired;High;Married;Medium;No
Female;60;Unemployed;Medium;Married;Medium;Yes 
Female;61;Part time;Medium;Divorced;Low;No
Male;53;Full time;Low;Married;High;No
Male;62;Unemployed;Medium;Single;Low;Yes 
Male;60;Full time;High;Single;Medium;Yes 
Male;50;Unemployed;Medium;Divorced;Low;No
Female;21;A student;High;Single;Low;No
Male;43;Full time;High;Married;High;Yes 
Male;59;Self employed;High;Married;High;Yes 
Female;31;Full time;High;Married;Medium;No
Female;31;Unemployed;Medium;Married;Medium;No
Male;40;Full time;Medium;DP;Medium;Yes 
Female;36;Full time;Low;Married;High;Yes 
Male;30;Full time;Low;Single;High;Yes 
Male;40;Full time;Medium;Married;High;No
Male;31;Full time;High;Married;Medium;No
Male;51;Full time;Medium;Married;Medium;Yes 
Female;36;Part time;High;Divorced;Medium;Yes 
Male;52;Full time;High;Married;High;No
Male;39;Full time;Medium;DP;High;No
Female;43;Part time;High;Married;Medium;Yes 
Female;45;Full time;Medium;Divorced;Low;No
Female;30;Full time;Medium;Married;Medium;No
Female;44;Full time;Low;Divorced;High;Yes 
Female;24;Part time;High;Single;Medium;Yes 
Female;48;Unemployed;Low;Married;Medium;No
Female;30;Unemployed;High;Single;Medium;Yes 
Male;32;Full time;High;Married;High;Yes 
Female;53;Part time;Low;Married;Medium;No
Female;27;Full time;High;Married;High;Yes 
Female;47;Full time;High;Divorced;Medium;Yes 
Female;54;Part time;High;DP;Medium;No
Female;24;Part time;Medium;DP;Low;No
Female;31;Self employed;Medium;Married;Low;Yes 
Male;30;Full time;Low;DP;Medium;Yes 
Female;44;Part time;High;Married;Medium;Yes 
Female;39;Full time;High;Married;Medium;Yes 
Female;51;Full time;Low;Single;Medium;No
Male;53;Full time;Medium;Married;Medium;Yes 
Female;25;Full time;High;Married;High;Yes 
Female;54;Full time;High;Single;Medium;Yes 
Female;36;Self employed;Medium;Single;Low;No
Male;34;Full time;High;Single;High;No
Female;62;Retired;High;Married;Medium;No
Female;59;Retired;High;Married;High;No
Male;27;Full time;Low;Married;Medium;No
Male;53;Full time;Medium;Divorced;High;No
Female;54;Part time;Low;Married;Medium;No
Male;23;Full time;High;Single;High;No
Male;52;Unemployed;Low;Single;Low;Yes 
Female;32;Unemployed;Medium;Married;Medium;No
Male;64;Part time;High;Married;Medium;Yes 
Male;38;Part time;Low;DP;Medium;No
Male;41;Part time;Medium;Married;Medium;Yes 
Male;44;Full time;High;Single;High;No
Female;24;A student;Low;Single;Low;Yes 
Male;35;Full time;High;Married;High;Yes 
Male;22;Self employed;High;Single;High;Yes 
Male;33;Self employed;Medium;Married;High;Yes 
Male;46;Full time;High;Married;High;Yes 
Female;34;Full time;High;DP;High;No
Male;40;Full time;High;DP;Medium;Yes 
Female;50;Self employed;Medium;Divorced;High;No
Male;36;Self employed;High;Married;High;No
Female;41;Retired;Low;Married;Medium;Yes 
Male;36;Full time;High;Single;Medium;No
Female;61;Unemployed;High;Married;Medium;No
Male;22;Full time;High;DP;Medium;Yes 
Female;39;Part time;High;Married;Medium;No
Male;57;Retired;Medium;Single;Low;No
Female;43;Unemployed;Low;Single;Low;Yes 
Male;25;Full time;Medium;DP;Medium;No
Male;44;Part time;High;Single;Medium;Yes 
Male;59;Full time;Low;Married;Medium;Yes 
Male;36;Full time;High;Married;High;Yes 
Male;54;Full time;Low;DP;High;No
Female;61;Retired;Low;Divorced;Low;Yes 
Female;51;Self employed;Medium;DP;High;No
Female;41;Full time;Low;DP;High;No
Male;25;Full time;High;Single;High;No
Female;46;Unemployed;Medium;Married;Medium;Yes 
Male;54;Full time;Low;Married;High;Yes 
Male;64;Retired;Medium;Married;Medium;Yes 
Female;35;Full time;High;Married;High;No
Female;56;Part time;Medium;Married;Medium;No
Male;38;Full time;High;Divorced;High;Yes 
Male;31;Full time;High;Married;High;Yes 
Female;59;Unemployed;Low;Divorced;Low;Yes 
Female;38;Full time;High;DP;High;Yes 
Male;63;Retired;High;Married;Medium;Yes 
Female;26;Part time;High;Married;Medium;No
Female;25;Full time;Medium;DP;Medium;No
Male;64;Retired;High;DP;Medium;Yes 
Male;36;Full time;Medium;Single;Medium;Yes 
Male;30;Self employed;Medium;DP;Medium;No
Female;47;Full time;Medium;Single;High;Yes 
Female;24;Full time;High;DP;High;Yes 
Female;49;Full time;High;Divorced;High;No
Male;57;Full time;High;Single;High;No
Female;52;Unemployed;Medium;Single;Low;Yes 
Female;32;Unemployed;High;Married;Medium;Yes 
Male;20;A student;Medium;Single;Medium;No
Female;54;Unemployed;Low;Single;Medium;Yes 
Female;60;Part time;Medium;DP;Low;Yes 
Male;53;Self employed;Low;DP;Medium;No
Male;55;Retired;Medium;Single;Low;Yes 
Male;38;Full time;High;Married;Medium;No
Male;33;Full time;Medium;Single;High;No
Female;35;Full time;High;Single;Medium;Yes 
Female;40;Self employed;High;DP;High;No
Female;30;Full time;Medium;DP;Medium;No
Male;45;Retired;Low;Married;Low;No
Female;57;Retired;Low;Divorced;Medium;Yes 
Male;31;Full time;High;DP;Low;Yes 
Male;56;Part time;High;Married;High;No
Female;20;Unemployed;Medium;Single;Low;Yes 
Male;50;Full time;Low;Divorced;Medium;No
Female;20;Part time;Medium;Single;Low;Yes 
